Planet_Name,Host_Star,Discovery_Method,Discovery_Year,Discovery_Facility,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Semi_Major_Axis_AU,Planet_Radius_Earth,pl_radj,Planet_Mass_Earth,pl_bmassj,pl_bmassprov,Orbital_Eccentricity,Equilibrium_Temperature,UEB_temp,LEB_temp,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,Star_UEBTemp,st_tefferr2,st_tefflim,Star_Radius_Solar,Star_Mass_Solar,Star_Metallicity,Star_Surface_Gravity,sy_refname,rastr,ra,dec,System_Distance_PC,System_Visual_Magnitude,System_Infrared_Magnitude,Discovery_Date,Discovery_Method_Index,Discovery_Facility_Index
Kepler-117 c,Kepler-117,Transit,2014,Kepler,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,50.790391,1.4E-5,-1.4E-5,0.2804,12.341,1.101,584.78,1.84,Mass,0.0323,704,15,-15,0,1,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,F8 V,6150.0,110.0,-110.0,0,1.61,1.13,-0.04,4.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m10.34s,288.7930651,48.040176,1455.57,14.282,13.011,2014-01-01,0.0,1.0
Kepler-19 b,Kepler-19,Transit,2011,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,9.28699,0.0,0.0,0.0846,2.209,0.197,6.1,0.01919,Mass,0.41,851,14,-14,0,1,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5541.0,60.0,-60.0,0,0.86,0.94,-0.13,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m41.03s,290.4209694,37.8516556,218.562,12.035,10.318,2011-01-01,0.0,1.0
Kepler-37 d,Kepler-37,Transit,2013,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,39.7922622,6.5E-6,-6.5E-6,0.2109,2.03,0.181,2.0,0.00629,Mass,0.1,499,7,-7,0,1,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5357.0,68.0,-68.0,0,0.79,0.79,-0.36,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m14.22s,284.0592503,44.5183733,63.9207,9.770001,7.942,2013-01-01,0.0,1.0
Kepler-49 c,Kepler-49,Transit,2012,Kepler,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,10.91,0.013783126748768453,-0.010317993694581256,0.11454987782805433,2.444,0.218,8.38,0.02637,Mass,0.008,1100,28,-27,0,1,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,Unknown,4095.6,74.7,-74.7,0,0.62,0.61,0.060960566228513584,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m10.68s,292.2945208,40.5918123,311.222,15.655,12.383,2012-01-01,0.0,1.0
NGTS-21 b,NGTS-21,Transit,2022,Next-Generation Transit Survey (NGTS),<a refstr=ALVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221001027A/abstract target=ref>Alves et al. 2022</a>,1.5433897,1.6E-6,-1.6E-6,0.0236,14.908,1.33,750.07504,2.36,Mass,0.0,1357,15,-15,0,0,<a refstr=ALVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221001027A/abstract target=ref>Alves et al. 2022</a>,K3 V,4660.0,41.0,-41.0,0,0.86,0.72,-0.26,4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m01.99s,311.2583112,-35.4278412,592.891,15.506,12.951,2022-01-01,0.0,8.0
HATS-29 b,HATS-29,Transit,2016,HATSouth,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.6058749,6.3E-6,-6.3E-6,0.05475,14.022,1.251,207.54299,0.653,Mass,0.158,1212,30,-30,0,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5670.0,110.0,-110.0,0,1.07,1.03,0.16,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m23.16s,285.0965172,-54.8933408,353.891,12.62,10.877,2016-01-01,0.0,4.0
HIP 29442 c,HD 42813,Radial Velocity,2023,Paranal Observatory,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,3.5379559,8.2E-6,-8.2E-6,0.04518,1.551,0.138,4.5,0.01416,Mass,0.09335043219404639,1123,19,-19,0,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,Unknown,5289.0,69.0,-69.0,0,0.98,0.9,0.24,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14.6493167,68.192,9.49,7.587,2023-01-01,1.0,21.0
Kepler-23 d,Kepler-23,Transit,2014,Kepler,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,15.27,0.013783126748768453,-0.010317993694581256,0.11454987782805433,2.206,0.197,4.44,0.01397,Mass,0.01,1100,28,-27,0,1,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,Unknown,5828.0,100.0,-100.0,0,1.55,1.08,0.060960566228513584,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m52.54s,294.2189131,49.4792536,835.756,13.567,11.998,2014-01-01,0.0,1.0
CoRoT-13 b,CoRoT-13,Transit,2010,CoRoT,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,4.03519,3.0E-5,-3.0E-5,0.051,9.92,0.885,415.704,1.308,Mass,0.0,1700,28,-27,0,0,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,G0 V,5945.0,90.0,-90.0,0,1.01,1.09,0.01,4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h50m53.07s,102.7211432,-5.0864557,1148.93,15.005,13.376,2010-01-01,0.0,6.0
CoRoT-5 b,CoRoT-5,Transit,2009,CoRoT,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,4.0378962,1.9E-6,-1.9E-6,0.04947,15.558,1.388,148.42,0.467,Mass,0.09,1438,39,-39,0,0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,F9 V,6100.0,65.0,-65.0,0,1.19,1.0,-0.25,4.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,0.8152163,882.472,14.043,12.546,2009-01-01,0.0,6.0
Kepler-103 c,Kepler-103,Transit,2014,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,179.60978,2.0E-4,-2.0E-4,0.6639,5.45,0.486,38.0,0.11956,Mass,0.095,434,6,-6,0,1,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,6009.0,64.0,-64.0,0,1.49,1.21,0.16,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m56.29s,288.9845512,40.0644857,494.832,11.883,10.873,2014-01-01,0.0,1.0
Kepler-78 b,Kepler-78,Transit,2013,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.35500745,8.0E-8,-8.0E-8,0.00901,1.201,0.107,1.68,0.00529,Mass,0.0,2223,32,-32,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5058.0,50.0,-50.0,0,0.75,0.78,-0.18,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m58.07s,293.7419543,44.4482521,124.376,11.717,9.586,2013-01-01,0.0,1.0
TOI-1775 b,TOI-1775,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,10.2405549,9.6E-6,-9.6E-6,0.08,8.047,0.718,96.0,0.30205,Mass,0.0,708,9,-8,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5284.0,50.0,-51.0,0,0.83,0.92,0.162,4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m27.62s,150.1151015,39.4577506,149.234,11.648,9.722,2024-01-01,0.0,0.0
TOI-6029 b,TOI-6029,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,5.7987,4.0E-4,-4.0E-4,0.11454987782805433,14.392,1.284,519.64945,1.635,Mass,0.091,1100,28,-27,0,0,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,Unknown,6223.0,100.0,-100.0,0,2.34,1.55,0.37,3.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h33m32.70s,8.3862555,61.8607659,603.119,12.858,10.369,2024-01-01,0.0,0.0
K2-136 d,K2-136,Transit,2017,K2,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,25.575,0.0024,-0.0023,0.1538,1.565,0.14,3.0,0.00944,Mass,0.071,420,28,-27,0,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,Unknown,4500.0,125.0,-75.0,0,0.68,0.74,-0.02,4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,22.8825674,59.2474,11.101,8.368,2017-01-01,0.0,2.0
KELT-10 b,KELT-10,Transit,2016,KELT-South,<a refstr=KUHN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.4281K/abstract target=ref>Kuhn et al. 2016</a>,4.1662739,6.3E-6,-6.3E-6,0.0525,15.681,1.399,215.80657,0.679,Mass,0.09335043219404639,1377,28,-23,0,0,<a refstr=KUHN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.4281K/abstract target=ref>Kuhn et al. 2016</a>,G0 V,5948.0,74.0,-74.0,0,1.21,1.11,0.09,4.32,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m11.61s,284.5483823,-47.0033072,188.404,10.617,9.338,2016-01-01,0.0,25.0
Kepler-45 b,Kepler-45,Transit,2011,Kepler,<a refstr=JOHNSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....143..111J/abstract target=ref> Johnson et al. 2012 </a>,2.455239,4.0E-6,-4.0E-6,0.03,10.76,0.96,160.497,0.505,Mass,0.11,1000,20,-20,0,0,<a refstr=JOHNSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....143..111J/abstract target=ref> Johnson et al. 2012 </a>,M,3820.0,90.0,-90.0,0,0.55,0.59,0.28,4.7,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m29.50s,292.8729292,41.0641727,381.949,16.744,12.892,2011-01-01,0.0,1.0
OGLE-TR-211 b,OGLE-TR-211,Transit,2007,OGLE,<a refstr=UDALSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482..299U/abstract target=ref> Udalski et al. 2008 </a>,3.67724,3.0E-5,-3.0E-5,0.051,15.244,1.36,327.351,1.03,Mass,0.0,1100,28,-27,0,0,<a refstr=UDALSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482..299U/abstract target=ref> Udalski et al. 2008 </a>,Unknown,6325.0,91.0,-79.56300672430355,0,1.64,1.33,0.060960566228513584,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h40m14.36s,160.0598236,-62.4555353,1515.26,15.364,13.379,2007-01-01,0.0,13.0
TIC 172900988 b,TIC 172900988 Aa,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,200.452,0.011,-0.011,0.90281,11.25,1.004,942.0,2.96386,Mass,0.0271,1100,28,-27,0,0,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,F9,6050.0,100.0,-100.0,0,1.38,1.24,0.34,4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h34m38.80s,128.6616644,31.5539793,250.956,10.141,8.762,2021-01-01,0.0,0.0
HAT-P-51 b,HAT-P-51,Transit,2015,HATNet,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,4.21802091,6.6E-7,-6.6E-7,0.05042,13.507,1.205,97.57332,0.307,Mass,0.09335043219404639,1168,7,-7,0,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,Unknown,5453.0,31.0,-32.0,0,0.99,0.96,0.302,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h24m15.63s,21.0651251,32.8107,440.089,13.51,11.614,2015-01-01,0.0,5.0
HD 63433 b,HD 63433,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.1079384,6.6E-6,-6.6E-6,0.072,2.164,0.193,37.3,0.11736,Mass,0.0,886,12,-13,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5634.0,62.0,-65.0,0,0.92,0.99,0.079,4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,27.3631342,22.4035,6.92035,5.258,2020-01-01,0.0,0.0
Kepler-18 d,Kepler-18,Transit,2011,Kepler,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,14.85888,4.0E-5,-4.0E-5,0.1172,6.98,0.623,16.4,0.052,Mass,0.0,1100,28,-27,0,1,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,Unknown,5345.0,100.0,-100.0,0,1.11,0.97,0.19,4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m19.07s,298.0794448,44.746248,433.047,13.771,11.756,2011-01-01,0.0,1.0
TOI-1749 c,TOI-1749,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,4.4929,0.0038,-0.0027,0.0443,2.12,0.189,14.0,0.04405,Mass,0.019,673,15,-15,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.0,55.0,-55.0,0,0.55,0.58,-0.26,4.7,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,64.419466,99.5561,13.86,10.27,2021-01-01,0.0,0.0
55 Cnc e,55 Cnc,Radial Velocity,2004,McDonald Observatory,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.7365474,1.3E-6,-1.4E-6,0.01544,1.875,0.167,7.99,0.02514,Mass,0.05,1100,28,-27,0,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,Unknown,5172.0,18.0,-18.0,0,0.94,0.91,0.35,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,28.3298154,12.5855,5.95084,4.015,2004-01-01,1.0,34.0
HATS-71 b,HATS-71,Transit,2020,HATSouth,<a refstr=BAKOS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..267B/abstract target=ref>Bakos et al. 2020</a>,3.7955202,1.0E-6,-1.0E-6,0.03745,11.478,1.024,117.5971,0.37,Mass,0.0,587,2,-2,0,0,<a refstr=BAKOS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..267B/abstract target=ref>Bakos et al. 2020</a>,M3 V,3405.0,10.0,-10.0,0,0.48,0.49,0.17,4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h02m12.45s,15.5518893,-61.7561333,140.225,16.437,11.727,2020-01-01,0.0,4.0
Kepler-18 c,Kepler-18,Transit,2011,Kepler,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,7.64159,3.0E-5,-3.0E-5,0.0752,5.49,0.49,17.3,0.054,Mass,0.0,1100,28,-27,0,1,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,Unknown,5345.0,100.0,-100.0,0,1.11,0.97,0.19,4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m19.07s,298.0794448,44.746248,433.047,13.771,11.756,2011-01-01,0.0,1.0
Kepler-35 b,Kepler-35,Transit,2011,Kepler,<a refstr=WELSH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.481..475W/abstract target=ref> Welsh et al. 2012 </a>,131.458,0.077,-0.105,0.60347,8.16,0.728,40.363,0.127,Mass,0.042,1100,28,-27,0,1,<a refstr=WELSH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.481..475W/abstract target=ref> Welsh et al. 2012 </a>,Unknown,5606.0,150.0,-150.0,0,1.03,0.89,-0.34,4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m59.27s,294.496955,46.6896733,1819.17,15.863,13.875,2011-01-01,0.0,1.0
CoRoT-19 b,CoRoT-19,Transit,2011,CoRoT,<a refstr=GUENTHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A.136G/abstract target=ref> Guenther et al. 2012 </a>,3.89713,2.0E-5,-2.0E-5,0.0518,14.46,1.29,352.78,1.11,Mass,0.047,2000,150,-150,0,0,<a refstr=GUENTHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A.136G/abstract target=ref> Guenther et al. 2012 </a>,F9 V,6090.0,70.0,-70.0,0,1.65,1.21,-0.02,4.07,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m08.06s,97.0335983,-0.1707293,790.663,14.135,11.837,2011-01-01,0.0,6.0
HAT-P-15 b,HAT-P-15,Transit,2010,HATNet,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,10.8635,2.7E-5,-2.7E-5,0.11454987782805433,11.882,1.06,616.5902,1.94,Mass,0.19,1100,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5568.0,90.0,-90.0,0,1.07,1.0,0.22,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h24m59.55s,66.248142,39.460602,192.516,12.41,9.641,2010-01-01,0.0,5.0
Kepler-29 b,Kepler-29,Transit,2011,Kepler,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,10.33974,1.4E-4,-1.5E-4,0.11454987782805433,2.55,0.227,5.0,0.01573,Mass,0.0,1100,28,-27,0,1,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,Unknown,5378.0,60.0,-60.0,0,0.73,0.76,-0.44,4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m23.61s,298.348382,47.4913021,832.532,15.547,13.657,2011-01-01,0.0,1.0
GJ 3090 b,GJ 3090,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,2.8531054,2.3E-6,-2.3E-6,0.03165,2.13,0.19,3.34,0.01051,Mass,0.32,693,18,-18,0,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,M2 V,3556.0,70.0,-70.0,0,0.52,0.52,-0.06,4.73,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h21m45.22s,20.4384281,-46.7147234,22.4751,11.403,7.294,2022-01-01,0.0,0.0
HAT-P-30 b,HAT-P-30,Transit,2011,HATNet,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.8106,5.0E-6,-5.0E-6,0.11454987782805433,16.141,1.44,263.7989,0.83,Mass,0.04,1100,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6304.0,88.0,-88.0,0,1.31,1.55,0.13,4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h15m47.96s,123.9498431,5.8368669,213.985,10.352,9.151,2011-01-01,0.0,5.0
HATS-24 b,HATS-24,Transit,2017,HATSouth,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,1.3484978,9.0E-7,-9.0E-7,0.0238,15.637,1.395,718.2958,2.26,Mass,0.0,2166,53,-53,0,0,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,Unknown,6125.0,94.0,-94.0,0,1.12,1.07,-0.229,4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h55m33.77s,268.8907069,-61.7474,494.182,12.915,11.382,2017-01-01,0.0,4.0
